CommitID,LocalRepoName,TargetDirectory
844081f3847d3bfbce57e69d4b7675b0367cde1b,ide,libraries\vs\core
03ef128a484bf5d026492395b40dfd95b215238b,xdr,lib\vs\iot
68a212438dfb5e363a5053f3798e09c2342911a0,oncrpc,lib\vs\iot
299b7be4dc4ba8f0bd67f1f37e6709d9597ea422,vxi,lib\vs\iot
ed276bbc5fd5212607d7969ef9df7ec74d3152be,lxi,lib\vs\iot
